,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
108,MAD RIVER COMMUNITY HOSPITAL,Proprietary,Acute Care Hospitals,40.903309,-124.090847,3800 JANES RD,ARCATA,True,48.0,453.28,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
109,WESTERN PLAINS MEDICAL COMPLEX,Proprietary,Acute Care Hospitals,37.785487,-100.014975,3001 AVENUE A,DODGE CITY,True,23.0,213.24,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Not Available
110,DELTA MEDICAL CENTER,Proprietary,Acute Care Hospitals,35.067788,-89.932213,3000 GETWELL RD,MEMPHIS,True,3.0,284.19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
111,ELLENVILLE REGIONAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,41.732351,-74.380624,10 HEALTHY WAY,ELLENVILLE,True,86.0,177.8,3,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Not Available
114,ST ELIZABETH MEDICAL CENTER,Proprietary,Critical Access Hospitals,44.386416,-92.04914,1200 GRANT BLVD W,WABASHA,True,25.0,304.11,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average
115,ST ELIZABETH MEDICAL CENTER,Proprietary,Critical Access Hospitals,44.386416,-92.04914,1200 GRANT BLVD W,WABASHA,True,25.0,304.11,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average
116,LINCOLN COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,39.045175,-98.14437,624 N SECOND,LINCOLN,False,45.0,66.31,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
117,HILLCREST HOSPITAL PRYOR,Proprietary,Acute Care Hospitals,36.308274,-95.305388,111 NORTH BAILEY STREET,PRYOR,True,13.0,122.38,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
118,ALLIANCEHEALTH MADILL,Proprietary,Critical Access Hospitals,34.081738,-96.77845,901 S 5TH AVE,MADILL,True,21.0,80.89,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
119,CACHE VALLEY  HOSPITAL,Proprietary,Acute Care Hospitals,41.775714,-111.823092,2380 NORTH 400 EAST,NORTH LOGAN,True,15.0,146.89,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Above the national average,Not Available
120,LOCK HAVEN HOSPITAL,Proprietary,Acute Care Hospitals,41.132812,-77.470183,24 CREE DRIVE,LOCK HAVEN,True,16.0,176.0,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Not Available
121,PUTNAM COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,40.482025,-93.005987,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,True,28.0,78.32,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
122,PENDER COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,42.1055877,-96.7110334,"P O BOX 100, 100 HOSPITAL DRIVE",PENDER,True,30.0,151.09,4,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
123,BARRETT HOSPITAL & HEALTHCARE,Government - Hospital District or Authority,Critical Access Hospitals,45.200654,-112.646003,600 MT HWY 91 S,DILLON,True,36.0,219.34,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
124,SURPRISE VALLEY COMMUNITY HOSPITAL,Government - Local,Critical Access Hospitals,41.531931,-120.171899,741 NORTH MAIN STREET,CEDARVILLE,True,25.0,48.56,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
125,LAKES REGIONAL HEALTHCARE,Voluntary non-profit - Other,Acute Care Hospitals,43.418396,-95.126312,2301 HIGHWAY 71,SPIRIT LAKE,True,20.0,214.92,5,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
126,DALLAS COUNTY HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,41.833959,-94.094469,610 TENTH STREET,PERRY,True,8.0,84.71,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available
127,NEW ORLEANS EAST HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,30.030738,-89.971583,5620 READ BLVD,NEW ORLEANS,True,25.0,429.3,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Below the national average,Not Available
128,BRIDGTON HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,44.047249,-70.712777,10 HOSPITAL DRIVE,BRIDGTON,True,41.0,209.0,4,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Same as the national average,Same as the national average
129,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,Proprietary,Acute Care Hospitals,37.583992,-101.358013,415 N MAIN STREET,ULYSSES,True,24.0,71.59,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
130,NORTON COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,39.838529,-99.888742,102 E HOLME STREET,NORTON,True,12.0,106.41,Not Available,Not Available,Not Available,Above the national average,Not Available,Not Available,Above the national average,Not Available
131,BLUEGRASS COMMUNITY HOSPITAL,Proprietary,Critical Access Hospitals,38.055343,-84.723415,360 AMSDEN AVENUE,VERSAILLES,True,25.0,92.47,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average
132,ST ELIZABETH GRANT,Voluntary non-profit - Church,Critical Access Hospitals,38.647862,-84.578264,238 BARNES ROAD,WILLIAMSTOWN,True,10.0,102.95,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Same as the national average
133,CYPRESS POINTE SURGICAL HOSPITAL,Physician,Acute Care Hospitals,30.477042,-90.414264,42570 SOUTH AIRPORT RD,HAMMOND,False,8.0,149.46,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average,Not Available,Not Available
134,BRISTOW MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,35.833838,-96.400714,700 W. 7TH STREET,BRISTOW,True,13.0,268.29,3,Not Available,Not Available,Below the national average,Not Available,Below the national average,Above the national average,Not Available
135,NEWMAN MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,36.268132,-99.881538,905 SOUTH MAIN STREET,SHATTUCK,True,8.0,48.69,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Same as the national average
137,CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO,Voluntary non-profit - Private,Critical Access Hospitals,32.947643,-95.30623,719 WEST COKE ROAD,WINNSBORO,True,27.0,96.68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
138,GOODALL WITCHER HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,31.777153,-97.588431,101 POSEY AVENUE,CLIFTON,True,33.0,182.58,4,Not Available,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Same as the national average
139,SANFORD BAGLEY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,47.525837,-95.401676,203 4TH STREET NORTHWEST,BAGLEY,True,11.0,66.77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
140,MUNICIPAL HOSPITAL AND GRANITE MANOR,Government - Local,Critical Access Hospitals,44.808737,-95.542467,345 TENTH AVENUE,GRANITE FALLS,True,16.0,200.32,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
141,GLENN MEDICAL CENTER,Government - Federal,Critical Access Hospitals,39.520467,-122.20812,1133 W SYCAMORE ST,WILLOWS,True,115.0,162.49,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available
142,HAYWARD AREA MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,46.0354,-91.488465,11040 N STATE RD 77,HAYWARD,True,33.0,264.29,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
143,THAYER COUNTY HEALTH SERVICES,Government - Local,Critical Access Hospitals,40.160123,-97.593267,120 PARK AVE,HEBRON,True,19.0,124.51,4,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Above the national average,Not Available
144,MERCYONE OAKLAND MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,41.834571,-96.459197,601 EAST SECOND ST,OAKLAND,True,5.0,47.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
145,AVERA ST ANTHONY'S HOSPITAL,Voluntary non-profit - Church,Critical Access Hospitals,42.460338,-98.651118,300 NORTH 2ND ST,O' NEILL,True,42.0,202.79,3,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average
146,ST VINCENT RANDOLPH HOSPITAL INC,Voluntary non-profit - Private,Critical Access Hospitals,40.167877,-84.970394,473 E GREENVILLE AVE,WINCHESTER,True,17.0,75.06,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Not Available
147,RUSSELLVILLE HOSPITAL,Proprietary,Acute Care Hospitals,34.511165,-87.717585,15155 HIGHWAY 43,RUSSELLVILLE,True,39.0,175.51,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
148,MULESHOE AREA MEDICAL CENTER,Proprietary,Critical Access Hospitals,34.221029,-102.728458,708 S 1ST ST,MULESHOE,True,9.0,79.68,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
149,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,Government - Hospital District or Authority,Critical Access Hospitals,39.806144,-120.463129,500 FIRST AVENUE,PORTOLA,True,34.0,204.58,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150,SWIFT COUNTY BENSON HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,45.314757,-95.608952,1815 WISCONSIN AVENUE,BENSON,True,12.0,77.81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
151,SOUTHWEST HEALTHCARE SERVICES,Voluntary non-profit - Private,Critical Access Hospitals,46.184191,-103.406713,802 2ND ST NW,BOWMAN,True,13.0,113.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
152,ST CHARLES MADRAS,Voluntary non-profit - Private,Critical Access Hospitals,44.637362,-121.121358,470 NE A STREET,MADRAS,True,31.0,141.32,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available
153,CLAIBORNE COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,31.945992,-90.985395,123 MCCOMB AVENUE,PORT GIBSON,False,36.0,100.7,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
154,MCKENZIE COUNTY HEALTHCARE SYSTEMS INC,Voluntary non-profit - Private,Critical Access Hospitals,47.804682,-103.271358,709 4TH AVE NE,WATFORD CITY,True,7.0,128.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
155,CALAIS REGIONAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,45.180639,-67.270521,24 HOSPITAL LANE,CALAIS,True,35.0,211.47,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Below the national average,Same as the national average
156,COMANCHE COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,37.267946,-99.3321152,2ND & FRISCO STREET,COLDWATER,True,20.0,46.51,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
157,SWEETWATER HOSPITAL ASSOCIATION,Voluntary non-profit - Private,Acute Care Hospitals,35.60025,-84.464223,304 WRIGHT ST,SWEETWATER,True,45.0,457.33,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
158,EASTLAND MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,32.400439,-98.821636,304 S DAUGHERTY,EASTLAND,True,24.0,159.64,4,Same as the national average,Not Available,Above the national average,Not Available,Below the national average,Same as the national average,Below the national average
159,"PORTER HOSPITAL, INC",Voluntary non-profit - Private,Critical Access Hospitals,43.99947,-73.169803,115 PORTER DRIVE,MIDDLEBURY,True,69.0,458.0,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Same as the national average
160,HAZARD ARH REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,37.279027,-83.227413,100 MEDICAL CENTER DRIVE,HAZARD,True,67.0,1108.09,1,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
